marker	value	polarity	item1	item2	item	complexity	Worker_ID	variable
	6.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	27	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	27	Neg_Morph_Useful_Useless
	7.0	Neg	bad	good	Good_Bad	Nonmorph	27	Neg_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	27	Neg_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	27	Pos_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	27	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	27	Neg_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	27	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	27	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	27	Pos_Nonmorph_Rich_Poor
	6.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	27	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	27	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	27	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	27	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	27	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	27	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	27	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	27	Average_testaverage
	4.0	Neg	ok	ok	Ok	testaverage	27	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	27	Alright_testaverage
	4.0	Pos	ok	ok	OkOk	testaverage	27	OkOk_testaverage
vague	6.5	Neg	uncertain	certain	Certain_Uncertain	Morph	28	Neg_Morph_Certain_Uncertain
vague	4.5	Pos	lucky	unlucky	Lucky_Unlucky	Morph	28	Pos_Morph_Lucky_Unlucky
vague	6.5	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	28	Pos_Morph_Accurate_Inaccurate
vague	4.5	Neg	unhappy	happy	Happy_Unhappy	Morph	28	Neg_Morph_Happy_Unhappy
vague	6.5	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	28	Pos_Morph_Interesting_Uninteresting
vague	4.5	Neg	unfair	fair	Fair_Unfair	Morph	28	Neg_Morph_Fair_Unfair
vague		Neg	impolite	polite	Polite_Impolite	Morph	28	Neg_Morph_Polite_Impolite
vague	6.5	Pos	possible	impossible	Possible_Impossible	Morph	28	Pos_Morph_Possible_Impossible
vague	4.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	28	Neg_Morph_Satisfactory_Unsatisfactory
vague	6.5	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	28	Pos_Morph_Friendly_Unfriendly
vague	5.5	Neg	useless	useful	Useful_Useless	Morph	28	Neg_Morph_Useful_Useless
vague	4.5	Neg	bad	good	Good_Bad	Nonmorph	28	Neg_Nonmorph_Good_Bad
vague	6.5	Neg	weak	strong	Strong_Weak	Nonmorph	28	Neg_Nonmorph_Strong_Weak
vague	6.5	Pos	kind	mean	Kind_Mean	Nonmorph	28	Pos_Nonmorph_Kind_Mean
vague	6.5	Pos	tall	short	Tall_Short	Nonmorph	28	Pos_Nonmorph_Tall_Short
vague	6.5	Neg	sad	happy	Happy_Sad	Nonmorph	28	Neg_Nonmorph_Happy_Sad
vague	6.5	Pos	long	short	Long_Short	Nonmorph	28	Pos_Nonmorph_Long_Short
vague	6.5	Pos	polite	rude	Polite_Rude	Nonmorph	28	Pos_Nonmorph_Polite_Rude
vague	4.5	Neg	poor	rich	Rich_Poor	Nonmorph	28	Neg_Nonmorph_Rich_Poor
vague	4.5	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	28	Neg_Nonmorph_Satisfactory_Frustrating
vague	1.5	Neg	interesting	boring	Interesting&Uninteresting	testrating	28	Neg_interestingboring
vague	1.5	Neg	bad	good	Good&Bad	testrating	28	Neg_badgood
vague	1.5	Neg	polite	impolite	Polite&Impolite	testrating	28	Neg_politeimpolite
vague	1.5	Pos	unfair	fair	Fair&Unfair	testrating	28	Pos_unfairfair
vague	1.5	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	28	Neg_unfriendlyfriendly
vague	1.5	Pos	short	tall	Tall&Short	testrating	28	Pos_shorttall
vague	4.5	Pos	average	average	Average	testaverage	28	Average_testaverage
vague	4.5	Pos	ok	ok	Ok	testaverage	28	Ok_testaverage
vague	4.5	Pos	alright	alright	Alright	testaverage	28	Alright_testaverage
vague	4.5	Pos	ok	ok	OkOk	testaverage	28	OkOk_testaverage
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	29	Pos_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	29	Neg_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	29	Pos_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	29	Neg_Morph_Happy_Unhappy
	7.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	29	Neg_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	29	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	29	Neg_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	29	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	29	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	29	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	29	Neg_Morph_Useful_Useless
	7.0	Neg	bad	good	Good_Bad	Nonmorph	29	Neg_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	29	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	29	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	29	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	29	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	29	Pos_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	29	Neg_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	29	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	29	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	29	Pos_boringinteresting
	1.0	Neg	bad	good	Good&Bad	testrating	29	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	29	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	29	Neg_fairunfair
	1.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	29	Neg_unfriendlyfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	29	Pos_shorttall
	4.0	Pos	average	average	Average	testaverage	29	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	29	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	29	Alright_testaverage
	4.0	Pos	ok	ok	OkOk	testaverage	29	OkOk_testaverage
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	31	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	31	Neg_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	31	Neg_Morph_Accurate_Inaccurate
	6.0	Neg	unhappy	happy	Happy_Unhappy	Morph	31	Neg_Morph_Happy_Unhappy
	6.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	31	Pos_Morph_Interesting_Uninteresting
	6.0	Neg	unfair	fair	Fair_Unfair	Morph	31	Neg_Morph_Fair_Unfair
	6.0	Pos	polite	impolite	Polite_Impolite	Morph	31	Pos_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	31	Pos_Morph_Possible_Impossible
	6.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	31	Pos_Morph_Satisfactory_Unsatisfactory
	6.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	31	Pos_Morph_Friendly_Unfriendly
	6.0	Neg	useless	useful	Useful_Useless	Morph	31	Neg_Morph_Useful_Useless
	4.0	Neg	bad	good	Good_Bad	Nonmorph	31	Neg_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	31	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	31	Neg_Nonmorph_Kind_Mean
	6.0	Pos	tall	short	Tall_Short	Nonmorph	31	Pos_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	31	Pos_Nonmorph_Happy_Sad
	6.0	Neg	short	long	Long_Short	Nonmorph	31	Neg_Nonmorph_Long_Short
	5.0	Neg	rude	polite	Polite_Rude	Nonmorph	31	Neg_Nonmorph_Polite_Rude
	4.0	Neg	poor	rich	Rich_Poor	Nonmorph	31	Neg_Nonmorph_Rich_Poor
	6.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	31	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	31	Neg_interestingboring
	1.0	Neg	bad	good	Good&Bad	testrating	31	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	31	Pos_impolitepolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	31	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	31	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	31	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	31	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	31	Ok_testaverage
	4.0	Pos	alright	alright	Alright	testaverage	31	Alright_testaverage
	4.0	Pos	ok	ok	OkOk	testaverage	31	OkOk_testaverage
	6.0	Neg	uncertain	certain	Certain_Uncertain	Morph	33	Neg_Morph_Certain_Uncertain
off	5.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	33	Neg_Morph_Lucky_Unlucky
	6.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	33	Pos_Morph_Accurate_Inaccurate
	4.0	Neg	unhappy	happy	Happy_Unhappy	Morph	33	Neg_Morph_Happy_Unhappy
off	4.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	33	Neg_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	33	Neg_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	33	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	33	Pos_Morph_Possible_Impossible
	6.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	33	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	33	Pos_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	33	Pos_Morph_Useful_Useless
	4.0	Neg	bad	good	Good_Bad	Nonmorph	33	Neg_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	33	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	33	Neg_Nonmorph_Kind_Mean
off	5.0	Neg	short	tall	Tall_Short	Nonmorph	33	Neg_Nonmorph_Tall_Short
	6.0	Pos	happy	sad	Happy_Sad	Nonmorph	33	Pos_Nonmorph_Happy_Sad
	6.0	Pos	long	short	Long_Short	Nonmorph	33	Pos_Nonmorph_Long_Short
off	1.0	Pos	polite	rude	Polite_Rude	Nonmorph	33	Pos_Nonmorph_Polite_Rude
	5.0	Pos	rich	poor	Rich_Poor	Nonmorph	33	Pos_Nonmorph_Rich_Poor
	6.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	33	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	33	Pos_boringinteresting
	1.0	Neg	bad	good	Good&Bad	testrating	33	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	33	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	33	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	33	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	33	Neg_tallshort
off	3.0	Pos	average	average	Average	testaverage	33	Average_testaverage
off	3.0	Neg	ok	ok	Ok	testaverage	33	Ok_testaverage
off	3.0	Neg	alright	alright	Alright	testaverage	33	Alright_testaverage
off	3.0	Pos	ok	ok	OkOk	testaverage	33	OkOk_testaverage
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	33	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	33	Neg_Morph_Lucky_Unlucky
	4.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	33	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	33	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	33	Pos_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	33	Neg_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	33	Pos_Morph_Polite_Impolite
	6.0	Neg	impossible	possible	Possible_Impossible	Morph	33	Neg_Morph_Possible_Impossible
	5.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	33	Pos_Morph_Satisfactory_Unsatisfactory
	6.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	33	Neg_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	33	Pos_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	33	Pos_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	33	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	33	Neg_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	33	Neg_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	33	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	33	Pos_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	33	Pos_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	33	Neg_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	33	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	33	Neg_interestingboring
	7.0	Neg	bad	good	Good&Bad	testrating	33	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	33	Pos_impolitepolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	33	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	33	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	33	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	33	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	33	Ok_testaverage
	4.0	Pos	alright	alright	Alright	testaverage	33	Alright_testaverage
	4.0	Pos	ok	ok	OkOk	testaverage	33	OkOk_testaverage
vague	6.5	Pos	certain	uncertain	Certain_Uncertain	Morph	34	Pos_Morph_Certain_Uncertain
vague	6.5	Pos	lucky	unlucky	Lucky_Unlucky	Morph	34	Pos_Morph_Lucky_Unlucky
vague	6.5	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	34	Neg_Morph_Accurate_Inaccurate
vague	6.5	Pos	happy	unhappy	Happy_Unhappy	Morph	34	Pos_Morph_Happy_Unhappy
vague	6.5	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	34	Neg_Morph_Interesting_Uninteresting
vague	6.5	Neg	unfair	fair	Fair_Unfair	Morph	34	Neg_Morph_Fair_Unfair
vague	6.5	Pos	polite	impolite	Polite_Impolite	Morph	34	Pos_Morph_Polite_Impolite
vague	6.5	Pos	possible	impossible	Possible_Impossible	Morph	34	Pos_Morph_Possible_Impossible
vague	6.5	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	34	Pos_Morph_Satisfactory_Unsatisfactory
vague	6.5	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	34	Pos_Morph_Friendly_Unfriendly
vague	6.5	Pos	useful	useless	Useful_Useless	Morph	34	Pos_Morph_Useful_Useless
vague	6.5	Neg	bad	good	Good_Bad	Nonmorph	34	Neg_Nonmorph_Good_Bad
vague	6.5	Neg	weak	strong	Strong_Weak	Nonmorph	34	Neg_Nonmorph_Strong_Weak
vague	6.5	Neg	mean	kind	Kind_Mean	Nonmorph	34	Neg_Nonmorph_Kind_Mean
vague	6.5	Neg	short	tall	Tall_Short	Nonmorph	34	Neg_Nonmorph_Tall_Short
vague	6.5	Pos	happy	sad	Happy_Sad	Nonmorph	34	Pos_Nonmorph_Happy_Sad
vague	6.5	Neg	short	long	Long_Short	Nonmorph	34	Neg_Nonmorph_Long_Short
vague	6.5	Neg	rude	polite	Polite_Rude	Nonmorph	34	Neg_Nonmorph_Polite_Rude
vague	6.5	Pos	rich	poor	Rich_Poor	Nonmorph	34	Pos_Nonmorph_Rich_Poor
vague	6.5	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	34	Neg_Nonmorph_Satisfactory_Frustrating
vague	1.5	Neg	interesting	boring	Interesting&Uninteresting	testrating	34	Neg_interestingboring
vague	1.5	Neg	bad	good	Good&Bad	testrating	34	Neg_badgood
vague	1.5	Pos	impolite	polite	Polite&Impolite	testrating	34	Pos_impolitepolite
vague	1.5	Pos	unfair	fair	Fair&Unfair	testrating	34	Pos_unfairfair
vague	1.5	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	34	Pos_friendlyunfriendly
off	6.5	Neg	tall	short	Tall&Short	testrating	34	Neg_tallshort
vague	3.5	Pos	average	average	Average	testaverage	34	Average_testaverage
vague	3.5	Neg	ok	ok	Ok	testaverage	34	Ok_testaverage
vague	3.5	Pos	alright	alright	Alright	testaverage	34	Alright_testaverage
vague	3.5	Neg	ok	ok	OkOk	testaverage	34	OkOk_testaverage
	3.0	Neg	uncertain	certain	Certain_Uncertain	Morph	36	Neg_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	36	Pos_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	36	Pos_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	36	Neg_Morph_Happy_Unhappy
	6.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	36	Neg_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	36	Neg_Morph_Fair_Unfair
	4.0	Neg	impolite	polite	Polite_Impolite	Morph	36	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	36	Pos_Morph_Possible_Impossible
	6.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	36	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	36	Pos_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	36	Pos_Morph_Useful_Useless
	6.0	Pos	good	bad	Good_Bad	Nonmorph	36	Pos_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	36	Pos_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	36	Pos_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	36	Neg_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	36	Neg_Nonmorph_Happy_Sad
	6.0	Pos	long	short	Long_Short	Nonmorph	36	Pos_Nonmorph_Long_Short
	4.0	Neg	rude	polite	Polite_Rude	Nonmorph	36	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	36	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	36	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	36	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	36	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	36	Neg_politeimpolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	36	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	36	Pos_friendlyunfriendly
off	7.0	Pos	short	tall	Tall&Short	testrating	36	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	36	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	36	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	36	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	36	OkOk_testaverage
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	37	Pos_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	37	Neg_Morph_Lucky_Unlucky
	4.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	37	Neg_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	37	Pos_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	37	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	37	Pos_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	37	Pos_Morph_Polite_Impolite
	6.0	Neg	impossible	possible	Possible_Impossible	Morph	37	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	37	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	37	Neg_Morph_Friendly_Unfriendly
	4.0	Neg	useless	useful	Useful_Useless	Morph	37	Neg_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	37	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	37	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	37	Neg_Nonmorph_Kind_Mean
	6.0	Pos	tall	short	Tall_Short	Nonmorph	37	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	37	Neg_Nonmorph_Happy_Sad
	6.0	Neg	short	long	Long_Short	Nonmorph	37	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	37	Neg_Nonmorph_Polite_Rude
	6.0	Pos	rich	poor	Rich_Poor	Nonmorph	37	Pos_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	37	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	37	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	37	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	37	Neg_politeimpolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	37	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	37	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	37	Neg_tallshort
	4.0	Pos	average	average	Average	testaverage	37	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	37	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	37	Alright_testaverage
	4.0	Pos	ok	ok	OkOk	testaverage	37	OkOk_testaverage
vague	6.5	Neg	uncertain	certain	Certain_Uncertain	Morph	39	Neg_Morph_Certain_Uncertain
vague	4.5	Pos	lucky	unlucky	Lucky_Unlucky	Morph	39	Pos_Morph_Lucky_Unlucky
vague	6.5	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	39	Pos_Morph_Accurate_Inaccurate
vague	5.5	Neg	unhappy	happy	Happy_Unhappy	Morph	39	Neg_Morph_Happy_Unhappy
vague	4.5	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	39	Neg_Morph_Interesting_Uninteresting
vague	6.5	Neg	unfair	fair	Fair_Unfair	Morph	39	Neg_Morph_Fair_Unfair
vague	6.5	Neg	impolite	polite	Polite_Impolite	Morph	39	Neg_Morph_Polite_Impolite
vague	6.5	Pos	possible	impossible	Possible_Impossible	Morph	39	Pos_Morph_Possible_Impossible
vague	5.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	39	Neg_Morph_Satisfactory_Unsatisfactory
vague	6.5	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	39	Pos_Morph_Friendly_Unfriendly
vague	5.5	Neg	useless	useful	Useful_Useless	Morph	39	Neg_Morph_Useful_Useless
vague	6.5	Pos	good	bad	Good_Bad	Nonmorph	39	Pos_Nonmorph_Good_Bad
vague	5.5	Pos	strong	weak	Strong_Weak	Nonmorph	39	Pos_Nonmorph_Strong_Weak
vague	6.5	Neg	mean	kind	Kind_Mean	Nonmorph	39	Neg_Nonmorph_Kind_Mean
vague	6.5	Neg	short	tall	Tall_Short	Nonmorph	39	Neg_Nonmorph_Tall_Short
vague	5.5	Neg	sad	happy	Happy_Sad	Nonmorph	39	Neg_Nonmorph_Happy_Sad
vague	6.5	Neg	short	long	Long_Short	Nonmorph	39	Neg_Nonmorph_Long_Short
vague	6.5	Pos	polite	rude	Polite_Rude	Nonmorph	39	Pos_Nonmorph_Polite_Rude
vague	6.5	Pos	rich	poor	Rich_Poor	Nonmorph	39	Pos_Nonmorph_Rich_Poor
vague	5.5	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	39	Neg_Nonmorph_Satisfactory_Frustrating
vague	1.5	Pos	boring	interesting	Interesting&Uninteresting	testrating	39	Pos_boringinteresting
vague	1.5	Neg	bad	good	Good&Bad	testrating	39	Neg_badgood
vague	1.5	Neg	polite	impolite	Polite&Impolite	testrating	39	Neg_politeimpolite
vague	1.5	Pos	unfair	fair	Fair&Unfair	testrating	39	Pos_unfairfair
vague	1.5	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	39	Neg_unfriendlyfriendly
vague	1.5	Pos	short	tall	Tall&Short	testrating	39	Pos_shorttall
vague	4.5	Pos	average	average	Average	testaverage	39	Average_testaverage
