marker	value	polarity 	item1	item2	item	complexity	Worker_ID	variable
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	92	Pos_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	92	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	92	Pos_Morph_Satisfactory_Unsatisfactory
	6.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	92	Pos_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	92	Pos_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	92	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	92	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	92	Neg_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	92	Neg_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	92	Pos_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	92	Pos_Nonmorph_Long_Short
off	5.0	Neg	rude	polite	Polite_Rude	Nonmorph	92	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	92	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	92	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	92	Neg_interestingboring
	1.0	Neg	bad	good	Good&Bad	testrating	92	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	92	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	92	Neg_fairunfair
	1.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	92	Neg_unfriendlyfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	92	Pos_shorttall
	4.0	Pos	average	average	Average	testaverage	92	Average_testaverage 
	4.0	Pos	ok	ok	Ok	testaverage	92	Ok_testaverage 
	4.0	Neg	alright	alright	Alright	testaverage	92	Alright_testaverage 
	4.0	Pos	ok	ok	OkOk	testaverage	92	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	93	Neg_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	93	Pos_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	93	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	93	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	93	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	93	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	93	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	93	Pos_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	93	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	93	Pos_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	93	Pos_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	93	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	93	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	93	Neg_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	93	Neg_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	93	Pos_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	93	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	93	Neg_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	93	Neg_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	93	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	93	Pos_boringinteresting
	1.0	Neg	bad	good	Good&Bad	testrating	93	Neg_badgood
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	93	Neg_politeimpolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	93	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	93	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	93	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	93	Average_testaverage 
	4.0	Neg	ok	ok	Ok	testaverage	93	Ok_testaverage 
	4.0	Pos	alright	alright	Alright	testaverage	93	Alright_testaverage 
	4.0	Pos	ok	ok	OkOk	testaverage	93	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	94	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	94	Neg_Morph_Lucky_Unlucky
	4.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	94	Pos_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	94	Pos_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	94	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	94	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	94	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	94	Pos_Morph_Possible_Impossible
	7.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	94	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	94	Pos_Morph_Friendly_Unfriendly
	5.0	Neg	useless	useful	Useful_Useless	Morph	94	Neg_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	94	Pos_Nonmorph_Good_Bad
	4.0	Pos	strong	weak	Strong_Weak	Nonmorph	94	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	94	Neg_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	94	Neg_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	94	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	94	Pos_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	94	Pos_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	94	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	94	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	94	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	94	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	94	Neg_politeimpolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	94	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	94	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	94	Neg_tallshort
	4.0	Neg	average	average	Average	testaverage	94	Average_testaverage 
	4.0	Pos	ok	ok	Ok	testaverage	94	Ok_testaverage 
	4.0	Neg	alright	alright	Alright	testaverage	94	Alright_testaverage 
	4.0	Neg	ok	ok	OkOk	testaverage	94	OkOk_testaverage 
vague	6.5	Pos	certain	uncertain	Certain_Uncertain	Morph	95	Pos_Morph_Certain_Uncertain
vague	6.5	Neg	unlucky	lucky	Lucky_Unlucky	Morph	95	Neg_Morph_Lucky_Unlucky
vague	6.5	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	95	Neg_Morph_Accurate_Inaccurate
vague	6.5	Neg	unhappy	happy	Happy_Unhappy	Morph	95	Neg_Morph_Happy_Unhappy
vague	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	95	Pos_Morph_Interesting_Uninteresting
vague	6.5	Pos	fair	unfair	Fair_Unfair	Morph	95	Pos_Morph_Fair_Unfair
vague	6.5	Neg	impolite	polite	Polite_Impolite	Morph	95	Neg_Morph_Polite_Impolite
vague	5.5	Neg	impossible	possible	Possible_Impossible	Morph	95	Neg_Morph_Possible_Impossible
off	5.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	95	Neg_Morph_Satisfactory_Unsatisfactory
vague	6.5	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	95	Pos_Morph_Friendly_Unfriendly
vague	6.5	Neg	useless	useful	Useful_Useless	Morph	95	Neg_Morph_Useful_Useless
vague	4.5	Neg	bad	good	Good_Bad	Nonmorph	95	Neg_Nonmorph_Good_Bad
vague	6.5	Neg	weak	strong	Strong_Weak	Nonmorph	95	Neg_Nonmorph_Strong_Weak
vague	6.5	Pos	kind	mean	Kind_Mean	Nonmorph	95	Pos_Nonmorph_Kind_Mean
	6.0	Pos	tall	short	Tall_Short	Nonmorph	95	Pos_Nonmorph_Tall_Short
vague	6.5	Neg	sad	happy	Happy_Sad	Nonmorph	95	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	95	Pos_Nonmorph_Long_Short
vague	6.5	Neg	rude	polite	Polite_Rude	Nonmorph	95	Neg_Nonmorph_Polite_Rude
vague	6.5	Pos	rich	poor	Rich_Poor	Nonmorph	95	Pos_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	95	Neg_Nonmorph_Satisfactory_Frustrating
vague	1.5	Pos	boring	interesting	Interesting&Uninteresting	testrating	95	Pos_boringinteresting
vague	1.5	Neg	bad	good	Good&Bad	testrating	95	Neg_badgood
vague	1.5	Pos	impolite	polite	Polite&Impolite	testrating	95	Pos_impolitepolite
vague	1.5	Pos	unfair	fair	Fair&Unfair	testrating	95	Pos_unfairfair
vague	1.5	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	95	Neg_unfriendlyfriendly
vague	1.5	Neg	tall	short	Tall&Short	testrating	95	Neg_tallshort
	4	Pos	average	average	Average	testaverage	95	Average_testaverage 
	4	Pos	ok	ok	Ok	testaverage	95	Ok_testaverage 
	4	Pos	alright	alright	Alright	testaverage	95	Alright_testaverage 
	4	Pos	ok	ok	OkOk	testaverage	95	OkOk_testaverage 
	3	Neg	uncertain	certain	Certain_Uncertain	Morph	96	Neg_Morph_Certain_Uncertain
	6	Pos	lucky	unlucky	Lucky_Unlucky	Morph	96	Pos_Morph_Lucky_Unlucky
	6	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	96	Pos_Morph_Accurate_Inaccurate
	6	Pos	happy	unhappy	Happy_Unhappy	Morph	96	Pos_Morph_Happy_Unhappy
	4	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	96	Neg_Morph_Interesting_Uninteresting
	6	Neg	unfair	fair	Fair_Unfair	Morph	96	Neg_Morph_Fair_Unfair
	6	Pos	polite	impolite	Polite_Impolite	Morph	96	Pos_Morph_Polite_Impolite
	6	Pos	possible	impossible	Possible_Impossible	Morph	96	Pos_Morph_Possible_Impossible
	6	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	96	Pos_Morph_Satisfactory_Unsatisfactory
	4	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	96	Neg_Morph_Friendly_Unfriendly
	6	Neg	useless	useful	Useful_Useless	Morph	96	Neg_Morph_Useful_Useless
off	  4	Neg	bad	good	Good_Bad	Nonmorph	96	Neg_Nonmorph_Good_Bad
	  6	Neg	weak	strong	Strong_Weak	Nonmorph	96	Neg_Nonmorph_Strong_Weak
	  6	Pos	kind	mean	Kind_Mean	Nonmorph	96	Pos_Nonmorph_Kind_Mean
	  6	Pos	tall	short	Tall_Short	Nonmorph	96	Pos_Nonmorph_Tall_Short
	  6	Neg	sad	happy	Happy_Sad	Nonmorph	96	Neg_Nonmorph_Happy_Sad
	  6	Neg	short	long	Long_Short	Nonmorph	96	Neg_Nonmorph_Long_Short
	6	Pos	polite	rude	Polite_Rude	Nonmorph	96	Pos_Nonmorph_Polite_Rude
	  6	Pos	rich	poor	Rich_Poor	Nonmorph	96	Pos_Nonmorph_Rich_Poor
	  6	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	96	Pos_Nonmorph_Satisfactory_Frustrating
	  1	Neg	interesting	boring	Interesting&Uninteresting	testrating	96	Neg_interestingboring
	  2	Neg	bad	good	Good&Bad	testrating	96	Neg_badgood
	1	Neg	polite	impolite	Polite&Impolite	testrating	96	Neg_politeimpolite
	  1	Pos	unfair	fair	Fair&Unfair	testrating	96	Pos_unfairfair
	1	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	96	Neg_unfriendlyfriendly
	  4	Neg	tall	short	Tall&Short	testrating	96	Neg_tallshort
	  4	Pos	average	average	Average	testaverage	96	Average_testaverage 
	  4	Pos	ok	ok	Ok	testaverage	96	Ok_testaverage 
	  4	Pos	alright	alright	Alright	testaverage	96	Alright_testaverage 
	  4	Neg	ok	ok	OkOk	testaverage	96	OkOk_testaverage 
vague	6.5	Pos	certain	uncertain	Certain_Uncertain	Morph	97	Pos_Morph_Certain_Uncertain
vague	6.5	Pos	lucky	unlucky	Lucky_Unlucky	Morph	97	Pos_Morph_Lucky_Unlucky
vague	4.5	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	97	Neg_Morph_Accurate_Inaccurate
vague	6.5	Pos	happy	unhappy	Happy_Unhappy	Morph	97	Pos_Morph_Happy_Unhappy
vague	4.5	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	97	Neg_Morph_Interesting_Uninteresting
vague	4.5	Neg	unfair	fair	Fair_Unfair	Morph	97	Neg_Morph_Fair_Unfair
vague	6.5	Pos	polite	impolite	Polite_Impolite	Morph	97	Pos_Morph_Polite_Impolite
vague	6.5	Pos	possible	impossible	Possible_Impossible	Morph	97	Pos_Morph_Possible_Impossible
vague	4.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	97	Neg_Morph_Satisfactory_Unsatisfactory
vague	6.5	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	97	Pos_Morph_Friendly_Unfriendly
vague	6.5	Pos	useful	useless	Useful_Useless	Morph	97	Pos_Morph_Useful_Useless
vague	4.5	Neg	bad	good	Good_Bad	Nonmorph	97	Neg_Nonmorph_Good_Bad
vague	6.5	Pos	strong	weak	Strong_Weak	Nonmorph	97	Pos_Nonmorph_Strong_Weak
vague	6.5	Pos	kind	mean	Kind_Mean	Nonmorph	97	Pos_Nonmorph_Kind_Mean
vague	6.5	Pos	tall	short	Tall_Short	Nonmorph	97	Pos_Nonmorph_Tall_Short
vague	6.5	Pos	happy	sad	Happy_Sad	Nonmorph	97	Pos_Nonmorph_Happy_Sad
vague	6.5	Pos	long	short	Long_Short	Nonmorph	97	Pos_Nonmorph_Long_Short
vague	6.5	Neg	rude	polite	Polite_Rude	Nonmorph	97	Neg_Nonmorph_Polite_Rude
vague	4.5	Neg	poor	rich	Rich_Poor	Nonmorph	97	Neg_Nonmorph_Rich_Poor
vague	4.5	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	97	Neg_Nonmorph_Satisfactory_Frustrating
vague	1.5	Neg	interesting	boring	Interesting&Uninteresting	testrating	97	Neg_interestingboring
vague	1.5	Neg	bad	good	Good&Bad	testrating	97	Neg_badgood
vague	1.5	Pos	impolite	polite	Polite&Impolite	testrating	97	Pos_impolitepolite
vague	1.5	Neg	fair	unfair	Fair&Unfair	testrating	97	Neg_fairunfair
vague	1.5	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	97	Neg_unfriendlyfriendly
vague	1.5	Pos	short	tall	Tall&Short	testrating	97	Pos_shorttall
	4	Pos	average	average	Average	testaverage	97	Average_testaverage 
	4	Neg	ok	ok	Ok	testaverage	97	Ok_testaverage 
	4	Neg	alright	alright	Alright	testaverage	97	Alright_testaverage 
	4	Neg	ok	ok	OkOk	testaverage	97	OkOk_testaverage 
vague	4.5	Neg	uncertain	certain	Certain_Uncertain	Morph	98	Neg_Morph_Certain_Uncertain
vague	6.5	Pos	lucky	unlucky	Lucky_Unlucky	Morph	98	Pos_Morph_Lucky_Unlucky
	4	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	98	Neg_Morph_Accurate_Inaccurate
vague	6.5	Pos	happy	unhappy	Happy_Unhappy	Morph	98	Pos_Morph_Happy_Unhappy
off	3.5	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	98	Neg_Morph_Interesting_Uninteresting
vague	6.5	Pos	fair	unfair	Fair_Unfair	Morph	98	Pos_Morph_Fair_Unfair
vague	4.5	Neg	impolite	polite	Polite_Impolite	Morph	98	Neg_Morph_Polite_Impolite
vague	5.5	Neg	impossible	possible	Possible_Impossible	Morph	98	Neg_Morph_Possible_Impossible
vague	3.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	98	Neg_Morph_Satisfactory_Unsatisfactory
vague	4.5	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	98	Neg_Morph_Friendly_Unfriendly
vague	6.5	Neg	useless	useful	Useful_Useless	Morph	98	Neg_Morph_Useful_Useless
vague	6.5	Pos	good	bad	Good_Bad	Nonmorph	98	Pos_Nonmorph_Good_Bad
vague	4.5	Neg	weak	strong	Strong_Weak	Nonmorph	98	Neg_Nonmorph_Strong_Weak
vague	6.5	Pos	kind	mean	Kind_Mean	Nonmorph	98	Pos_Nonmorph_Kind_Mean
vague	6.5	Neg	short	tall	Tall_Short	Nonmorph	98	Neg_Nonmorph_Tall_Short
vague	6.5	Pos	happy	sad	Happy_Sad	Nonmorph	98	Pos_Nonmorph_Happy_Sad
vague	6.5	Neg	short	long	Long_Short	Nonmorph	98	Neg_Nonmorph_Long_Short
vague	6.5	Pos	polite	rude	Polite_Rude	Nonmorph	98	Pos_Nonmorph_Polite_Rude
vague	4.5	Pos	rich	poor	Rich_Poor	Nonmorph	98	Pos_Nonmorph_Rich_Poor
vague	6.5	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	98	Pos_Nonmorph_Satisfactory_Frustrating
vague	1.5	Pos	boring	interesting	Interesting&Uninteresting	testrating	98	Pos_boringinteresting
vague	1.5	Pos	good	bad	Good&Bad	testrating	98	Pos_goodbad
off	6.5	Pos	impolite	polite	Polite&Impolite	testrating	98	Pos_impolitepolite
vague	1.5	Neg	fair	unfair	Fair&Unfair	testrating	98	Neg_fairunfair
vague	1.5	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	98	Pos_friendlyunfriendly
vague	1.5	Pos	short	tall	Tall&Short	testrating	98	Pos_shorttall
vague	3.5	Pos	average	average	Average	testaverage	98	Average_testaverage 
vague	3.5	Neg	ok	ok	Ok	testaverage	98	Ok_testaverage 
vague	3.5	Neg	alright	alright	Alright	testaverage	98	Alright_testaverage 
	3	Neg	ok	ok	OkOk	testaverage	98	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	99	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	99	Neg_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	99	Pos_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	99	Pos_Morph_Happy_Unhappy
	7.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	99	Neg_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	99	Pos_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	99	Pos_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	99	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	99	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	99	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	99	Neg_Morph_Useful_Useless
	7.0	Neg	bad	good	Good_Bad	Nonmorph	99	Neg_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	99	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	99	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	99	Pos_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	99	Pos_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	99	Neg_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	99	Pos_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	99	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	99	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	99	Neg_interestingboring
	1.0	Neg	bad	good	Good&Bad	testrating	99	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	99	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	99	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	99	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	99	Neg_tallshort
	4.0	Pos	average	average	Average	testaverage	99	Average_testaverage 
	4.0	Neg	ok	ok	Ok	testaverage	99	Ok_testaverage 
	4.0	Pos	alright	alright	Alright	testaverage	99	Alright_testaverage 
	4.0	Neg	ok	ok	OkOk	testaverage	99	OkOk_testaverage 
vague	6.5	Neg	uncertain	certain	Certain_Uncertain	Morph	100	Neg_Morph_Certain_Uncertain
vague	6.5	Pos	lucky	unlucky	Lucky_Unlucky	Morph	100	Pos_Morph_Lucky_Unlucky
vague	6.5	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	100	Pos_Morph_Accurate_Inaccurate
vague	6.5	Pos	happy	unhappy	Happy_Unhappy	Morph	100	Pos_Morph_Happy_Unhappy
vague	6.5	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	100	Pos_Morph_Interesting_Uninteresting
vague	6.5	Pos	fair	unfair	Fair_Unfair	Morph	100	Pos_Morph_Fair_Unfair
vague	6.5	Neg	impolite	polite	Polite_Impolite	Morph	100	Neg_Morph_Polite_Impolite
vague	6.5	Pos	possible	impossible	Possible_Impossible	Morph	100	Pos_Morph_Possible_Impossible
vague	6.5	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	100	Pos_Morph_Satisfactory_Unsatisfactory
vague	6.5	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	100	Neg_Morph_Friendly_Unfriendly
vague	6.5	Neg	useless	useful	Useful_Useless	Morph	100	Neg_Morph_Useful_Useless
vague	6.5	Neg	bad	good	Good_Bad	Nonmorph	100	Neg_Nonmorph_Good_Bad
vague	6.5	Neg	weak	strong	Strong_Weak	Nonmorph	100	Neg_Nonmorph_Strong_Weak
vague	6.5	Pos	kind	mean	Kind_Mean	Nonmorph	100	Pos_Nonmorph_Kind_Mean
vague	6.5	Neg	short	tall	Tall_Short	Nonmorph	100	Neg_Nonmorph_Tall_Short
vague	6.5	Pos	happy	sad	Happy_Sad	Nonmorph	100	Pos_Nonmorph_Happy_Sad
vague	6.5	Neg	short	long	Long_Short	Nonmorph	100	Neg_Nonmorph_Long_Short
vague	6.5	Neg	rude	polite	Polite_Rude	Nonmorph	100	Neg_Nonmorph_Polite_Rude
vague	6.5	Neg	poor	rich	Rich_Poor	Nonmorph	100	Neg_Nonmorph_Rich_Poor
vague	6.5	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	100	Pos_Nonmorph_Satisfactory_Frustrating
vague	1.5	Neg	interesting	boring	Interesting&Uninteresting	testrating	100	Neg_interestingboring
off	6.5	Neg	bad	good	Good&Bad	testrating	100	Neg_badgood
vague	1.5	Pos	impolite	polite	Polite&Impolite	testrating	100	Pos_impolitepolite
vague	1.5	Neg	fair	unfair	Fair&Unfair	testrating	100	Neg_fairunfair
vague	1.5	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	100	Pos_friendlyunfriendly
vague	1.5	Pos	short	tall	Tall&Short	testrating	100	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	100	Average_testaverage 
	4.0	Pos	ok	ok	Ok	testaverage	100	Ok_testaverage 
	4.0	Pos	alright	alright	Alright	testaverage	100	Alright_testaverage 
	4.0	Neg	ok	ok	OkOk	testaverage	100	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	101	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	101	Neg_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	101	Neg_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	101	Pos_Morph_Happy_Unhappy
	7.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	101	Neg_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	101	Neg_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	101	Pos_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	101	Pos_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	101	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	101	Neg_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	101	Pos_Morph_Useful_Useless
	4.0	Neg	bad	good	Good_Bad	Nonmorph	101	Neg_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	101	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	101	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	101	Pos_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	101	Pos_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	101	Pos_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	101	Pos_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	101	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	101	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	101	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	101	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	101	Neg_politeimpolite
