Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	item1	item2	list	item
A30UE	Female	Associates degree	english	31	Pos_Morph_Possible_Impossible	3	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2Q4Z	Male	Bachelors degree	English	35	Pos_Morph_Possible_Impossible	6	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2915	Male	Bachelors degree	American	28	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2EI0	Male	High School Graduate	English	42	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A3DHA	Male	High School Graduate	English	23	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A1XKL	Male	Some college, no degree	English	31	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2C73	Male	High School Graduate	english	28	Pos_Morph_Satisfactory_Unsatisfactory	3	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
AHYTT	Female	Bachelors degree	english	37	Pos_Morph_Satisfactory_Unsatisfactory	6	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A53WV	Male	Some High School	english	26	Pos_Morph_Satisfactory_Unsatisfactory	5	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A27VF	Female	High School Graduate	English	48	Pos_Morph_Satisfactory_Unsatisfactory	6	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A1PMJ	Male	Bachelors degree	english	28	Pos_Morph_Satisfactory_Unsatisfactory	4	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
AV5FC	Male	Some college, no degree	English	45	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2WHC	Female	Bachelors degree	English	53	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2ZDX	Male	Bachelors degree	English	30	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A3MFK	Male	Bachelors degree	English	36	Pos_Morph_Satisfactory_Unsatisfactory	4	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A3QSJ	Female	Some college, no degree	English	37	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2YGO	Male	Some college, no degree	english	38	Pos_Morph_Satisfactory_Unsatisfactory	6	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A25FH	Female	Associates degree	english	53	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A190P	Female	Some college, no degree	English	28	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A1GF9	Female	Bachelors degree	english	26	Pos_Morph_Satisfactory_Unsatisfactory	4	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A3OZ8	Male	Some college, no degree	English	54	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A1OIH	Male	Bachelors degree	English	27	Pos_Morph_Satisfactory_Unsatisfactory	6	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A3ARC	Male	Bachelors degree	E	40	Pos_Morph_Satisfactory_Unsatisfactory	NA	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
AWVL6	Female	Bachelors degree	English	29	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2O7L	Male	High School Graduate	English	49	Pos_Morph_Satisfactory_Unsatisfactory	6	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2BZY	Male	High School Graduate	English	31	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A30UE	Female	Associates degree	english	31	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2Q4Z	Male	Bachelors degree	English	35	Pos_Morph_Satisfactory_Unsatisfactory	6	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A2915	Male	Bachelors degree	American	28	Pos_Morph_Satisfactory_Unsatisfactory	7	Pos	Morph	Satisfactory	Unsatisfactory	a	Satisfactory_Unsatisfactory
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2EI0	Male	High School Graduate	English	42	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A3DHA	Male	High School Graduate	English	23	Pos_Nonmorph_Happy_Sad	5	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A1XKL	Male	Some college, no degree	English	31	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2C73	Male	High School Graduate	english	28	Pos_Nonmorph_Happy_Sad	4	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
AHYTT	Female	Bachelors degree	english	37	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A53WV	Male	Some High School	english	26	Pos_Nonmorph_Happy_Sad	NA	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A27VF	Female	High School Graduate	English	48	Pos_Nonmorph_Happy_Sad	5	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A1PMJ	Male	Bachelors degree	english	28	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
AV5FC	Male	Some college, no degree	English	45	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2WHC	Female	Bachelors degree	English	53	Pos_Nonmorph_Happy_Sad	4	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2ZDX	Male	Bachelors degree	English	30	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A3MFK	Male	Bachelors degree	English	36	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A3QSJ	Female	Some college, no degree	English	37	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2YGO	Male	Some college, no degree	english	38	Pos_Nonmorph_Happy_Sad	4	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A25FH	Female	Associates degree	english	53	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Nonmorph_Happy_Sad	NA	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A190P	Female	Some college, no degree	English	28	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A1GF9	Female	Bachelors degree	english	26	Pos_Nonmorph_Happy_Sad	1	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A3OZ8	Male	Some college, no degree	English	54	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A1OIH	Male	Bachelors degree	English	27	Pos_Nonmorph_Happy_Sad	4	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A3ARC	Male	Bachelors degree	E	40	Pos_Nonmorph_Happy_Sad	NA	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
AWVL6	Female	Bachelors degree	English	29	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2O7L	Male	High School Graduate	English	49	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2BZY	Male	High School Graduate	English	31	Pos_Nonmorph_Happy_Sad	7	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A30UE	Female	Associates degree	english	31	Pos_Nonmorph_Happy_Sad	5	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2Q4Z	Male	Bachelors degree	English	35	Pos_Nonmorph_Happy_Sad	5	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A2915	Male	Bachelors degree	American	28	Pos_Nonmorph_Happy_Sad	6	Pos	Nonmorph	Happy	Sad	a	Happy_Sad
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A2EI0	Male	High School Graduate	English	42	Pos_Nonmorph_Long_Short	4	Pos	Nonmorph	Long	Short	a	Long_Short
A3DHA	Male	High School Graduate	English	23	Pos_Nonmorph_Long_Short	5	Pos	Nonmorph	Long	Short	a	Long_Short
A1XKL	Male	Some college, no degree	English	31	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A2C73	Male	High School Graduate	english	28	Pos_Nonmorph_Long_Short	4	Pos	Nonmorph	Long	Short	a	Long_Short
AHYTT	Female	Bachelors degree	english	37	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A53WV	Male	Some High School	english	26	Pos_Nonmorph_Long_Short	4	Pos	Nonmorph	Long	Short	a	Long_Short
A27VF	Female	High School Graduate	English	48	Pos_Nonmorph_Long_Short	5	Pos	Nonmorph	Long	Short	a	Long_Short
A1PMJ	Male	Bachelors degree	english	28	Pos_Nonmorph_Long_Short	5	Pos	Nonmorph	Long	Short	a	Long_Short
AV5FC	Male	Some college, no degree	English	45	Pos_Nonmorph_Long_Short	6	Pos	Nonmorph	Long	Short	a	Long_Short
A2WHC	Female	Bachelors degree	English	53	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A2ZDX	Male	Bachelors degree	English	30	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A3MFK	Male	Bachelors degree	English	36	Pos_Nonmorph_Long_Short	4	Pos	Nonmorph	Long	Short	a	Long_Short
A3QSJ	Female	Some college, no degree	English	37	Pos_Nonmorph_Long_Short	6	Pos	Nonmorph	Long	Short	a	Long_Short
A2YGO	Male	Some college, no degree	english	38	Pos_Nonmorph_Long_Short	4	Pos	Nonmorph	Long	Short	a	Long_Short
A25FH	Female	Associates degree	english	53	Pos_Nonmorph_Long_Short	4	Pos	Nonmorph	Long	Short	a	Long_Short
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A190P	Female	Some college, no degree	English	28	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A1GF9	Female	Bachelors degree	english	26	Pos_Nonmorph_Long_Short	6	Pos	Nonmorph	Long	Short	a	Long_Short
A3OZ8	Male	Some college, no degree	English	54	Pos_Nonmorph_Long_Short	6	Pos	Nonmorph	Long	Short	a	Long_Short
A1OIH	Male	Bachelors degree	English	27	Pos_Nonmorph_Long_Short	5	Pos	Nonmorph	Long	Short	a	Long_Short
A3ARC	Male	Bachelors degree	E	40	Pos_Nonmorph_Long_Short	NA	Pos	Nonmorph	Long	Short	a	Long_Short
AWVL6	Female	Bachelors degree	English	29	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A2O7L	Male	High School Graduate	English	49	Pos_Nonmorph_Long_Short	6	Pos	Nonmorph	Long	Short	a	Long_Short
A2BZY	Male	High School Graduate	English	31	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A30UE	Female	Associates degree	english	31	Pos_Nonmorph_Long_Short	5	Pos	Nonmorph	Long	Short	a	Long_Short
A2Q4Z	Male	Bachelors degree	English	35	Pos_Nonmorph_Long_Short	5	Pos	Nonmorph	Long	Short	a	Long_Short
A2915	Male	Bachelors degree	American	28	Pos_Nonmorph_Long_Short	7	Pos	Nonmorph	Long	Short	a	Long_Short
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2EI0	Male	High School Graduate	English	42	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A3DHA	Male	High School Graduate	English	23	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A1XKL	Male	Some college, no degree	English	31	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2C73	Male	High School Graduate	english	28	Pos_Nonmorph_Polite_Rude	4	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
AHYTT	Female	Bachelors degree	english	37	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A53WV	Male	Some High School	english	26	Pos_Nonmorph_Polite_Rude	4	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A27VF	Female	High School Graduate	English	48	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A1PMJ	Male	Bachelors degree	english	28	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
AV5FC	Male	Some college, no degree	English	45	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2WHC	Female	Bachelors degree	English	53	Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2ZDX	Male	Bachelors degree	English	30	Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A3MFK	Male	Bachelors degree	English	36	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A3QSJ	Female	Some college, no degree	English	37	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2YGO	Male	Some college, no degree	english	38	Pos_Nonmorph_Polite_Rude	5	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A25FH	Female	Associates degree	english	53	Pos_Nonmorph_Polite_Rude	4	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A190P	Female	Some college, no degree	English	28	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A1GF9	Female	Bachelors degree	english	26	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A3OZ8	Male	Some college, no degree	English	54	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A1OIH	Male	Bachelors degree	English	27	Pos_Nonmorph_Polite_Rude	4	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A3ARC	Male	Bachelors degree	E	40	Pos_Nonmorph_Polite_Rude	NA	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
AWVL6	Female	Bachelors degree	English	29	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2O7L	Male	High School Graduate	English	49	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2BZY	Male	High School Graduate	English	31	Pos_Nonmorph_Polite_Rude	7	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A30UE	Female	Associates degree	english	31	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2Q4Z	Male	Bachelors degree	English	35	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A2915	Male	Bachelors degree	American	28	Pos_Nonmorph_Polite_Rude	6	Pos	Nonmorph	Polite	Rude	a	Polite_Rude
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2EI0	Male	High School Graduate	English	42	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A3DHA	Male	High School Graduate	English	23	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A1XKL	Male	Some college, no degree	English	31	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2C73	Male	High School Graduate	english	28	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
AHYTT	Female	Bachelors degree	english	37	Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A53WV	Male	Some High School	english	26	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A27VF	Female	High School Graduate	English	48	Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A1PMJ	Male	Bachelors degree	english	28	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
AV5FC	Male	Some college, no degree	English	45	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2WHC	Female	Bachelors degree	English	53	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2ZDX	Male	Bachelors degree	English	30	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A3MFK	Male	Bachelors degree	English	36	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A3QSJ	Female	Some college, no degree	English	37	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2YGO	Male	Some college, no degree	english	38	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A25FH	Female	Associates degree	english	53	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A190P	Female	Some college, no degree	English	28	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A1GF9	Female	Bachelors degree	english	26	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A3OZ8	Male	Some college, no degree	English	54	Pos_Nonmorph_Rich_Poor	5	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A1OIH	Male	Bachelors degree	English	27	Pos_Nonmorph_Rich_Poor	4	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A3ARC	Male	Bachelors degree	E	40	Pos_Nonmorph_Rich_Poor	NA	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
AWVL6	Female	Bachelors degree	English	29	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2O7L	Male	High School Graduate	English	49	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2BZY	Male	High School Graduate	English	31	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A30UE	Female	Associates degree	english	31	Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2Q4Z	Male	Bachelors degree	English	35	Pos_Nonmorph_Rich_Poor	6	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A2915	Male	Bachelors degree	American	28	Pos_Nonmorph_Rich_Poor	7	Pos	Nonmorph	Rich	Poor	a	Rich_Poor
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2EI0	Male	High School Graduate	English	42	Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A3DHA	Male	High School Graduate	English	23	Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A1XKL	Male	Some college, no degree	English	31	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2C73	Male	High School Graduate	english	28	Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
AHYTT	Female	Bachelors degree	english	37	Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A53WV	Male	Some High School	english	26	Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A27VF	Female	High School Graduate	English	48	Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A1PMJ	Male	Bachelors degree	english	28	Pos_Nonmorph_Satisfactory_Frustrating	2	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
AV5FC	Male	Some college, no degree	English	45	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2WHC	Female	Bachelors degree	English	53	Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2ZDX	Male	Bachelors degree	English	30	Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A3MFK	Male	Bachelors degree	English	36	Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A3QSJ	Female	Some college, no degree	English	37	Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2YGO	Male	Some college, no degree	english	38	Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A25FH	Female	Associates degree	english	53	Pos_Nonmorph_Satisfactory_Frustrating	4	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A190P	Female	Some college, no degree	English	28	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A1GF9	Female	Bachelors degree	english	26	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A3OZ8	Male	Some college, no degree	English	54	Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A1OIH	Male	Bachelors degree	English	27	Pos_Nonmorph_Satisfactory_Frustrating	3	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A3ARC	Male	Bachelors degree	E	40	Pos_Nonmorph_Satisfactory_Frustrating	NA	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
AWVL6	Female	Bachelors degree	English	29	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2O7L	Male	High School Graduate	English	49	Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2BZY	Male	High School Graduate	English	31	Pos_Nonmorph_Satisfactory_Frustrating	6	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A30UE	Female	Associates degree	english	31	Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2Q4Z	Male	Bachelors degree	English	35	Pos_Nonmorph_Satisfactory_Frustrating	5	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A2915	Male	Bachelors degree	American	28	Pos_Nonmorph_Satisfactory_Frustrating	7	Pos	Nonmorph	Satisfactory	Frustrating	a	Satisfactory_Frustrating
A1CVZ	Male	Bachelors degree	english	28	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
AYWVS	Male	Associates degree	English	31	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A20VN	Female	Some college, no degree	english	57	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A3PIU	Male	Bachelors degree	English	40	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A1SHL	Female	Bachelors degree	english	55	Neg_Morph_Fair_Unfair	5	Neg	Morph	Fair	Unfair	b	Fair_Unfair
AX3N0	Male	Bachelors degree	English	29	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A2FOB	Female	Some High School	english	27	Neg_Morph_Fair_Unfair	4	Neg	Morph	Fair	Unfair	b	Fair_Unfair
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A12IH	Male	High School Graduate	English	36	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A10M9	Female	Bachelors degree	English	32	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
ANO5I	Male	Bachelors degree	English	31	Neg_Morph_Fair_Unfair	1	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A23FE	Male	Associates degree	english	48	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A1PTY	Female	Bachelors degree	english	31	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
